cik,sic,conm
20405,6020,CITICORP
20427,6020,CITIZENS & SOUTHERN CORP-OLD
20467,6798,CITIZENS GROWTH PROPERTIES
20520,4813,FRONTIER COMMUNIC PARENT INC
20552,4924,CITY GAS CO OF FLORIDA
20629,2670,CSS INDUSTRIES INC
20639,9995,AMBASE CORP
20691,6799,CLARION CAPITAL CORP
20740,3564,CLARCOR INC
20746,2750,KEITH CLARK INC
20784,3250,CLARKE CORP
20810,3560,CLARKSON INDUSTRIES INC
20834,3089,CLAUSING CORP
20864,3089,CLAYTON CORP
20871,1044,CLAYTON SILVER MINES
20947,4911,CLEVELAND ELECTRIC ILLUM
20972,6020,AMERITRUST CORP-OLD
20975,6798,CLEVETRUST REALTY INVESTORS
20976,3714,CLEVITE CORP
21038,2835,CLINICAL SCIENCES INC
21070,2390,CLOPAY CORP
21076,2842,CLOROX CO/DE
21101,3320,CLOW CORP
21157,3531,CMI CORP
21175,6331,CNA FINANCIAL CORP
21178,6726,PROSPECT STREET INCOME SHS
21193,6311,C N L FINANCIAL CORP
21212,2452,ALL AMERICAN GROUP INC
21248,4213,COASTAL INDUSTRIES INC
21267,4922,EL PASO CGP CO
21310,3841,COBE LABORATORIES INC
21344,2086,COCA-COLA CO
21371,2511,COCHRANE FURNITURE CO INC
21388,3663,CODEX CORP
21391,3674,CODI CORP
21438,3661,THINKENGINE NETWORKS INC
21510,3826,COHERENT INC
21535,3825,COHU INC
21546,5940,COIT INTERNATIONAL INC
21570,6500,COLDWELL BANKER & CO
21624,3260,GROMAN CORP
21627,3640,COLEMAN CO INC
21665,2844,COLGATE-PALMOLIVE CO
21686,3842,COLLAGEN AESTHETIC INC
21759,3713,COLLINS INDUSTRIES INC
21768,3670,COLLINS RADIO CO
21828,5070,CCOM GROUP INC
21872,6311,COLONIAL PENN GROUP INC
21876,3270,COLONIAL SAND & STONE CO INC
21881,5411,COLONIAL STORES INC
21932,1311,COLORADO ENERGY CORP
21956,6020,COLORADO NATL BANKSHARES
22036,1311,COLT OIL INC
22077,2400,COLUMBIA CORP
22099,4923,COLUMBIA ENERGY GROUP
22103,5080,COLUMBIA GENERAL CORP
22216,2273,COLUMBUS MILLS INC
22229,1311,AVALON CORP
22244,3679,COM TEL INC
22252,9995,COMARCO INC
22259,7311,COMBINED COMMUNICATIONS CORP
22283,6500,COMBINED PROPERTIES CORP
22290,3569,COMBUSTION ENGINEERING INC
22337,1000,COMINCO LTD
22356,6020,COMMERCE BANCSHARES INC
22366,2721,CCH INC  -CL A
22390,6020,COMMERCIAL BANCORPORATION CO
22412,2750,COMMERCIAL DECAL INC
22428,2030,COMMERCIAL INTERNATIONAL CP
22444,3312,COMMERCIAL METALS
22470,3590,COMMERCIAL INTERTECH
22472,2890,COMMERCIAL SOLVENTS CORP
22551,1311,TRI-VALLEY CORP
22563,2451,COMMODORE CORP
22646,4220,COMMONWEALTH OIL REFIN
22698,4899,COMSAT CORP  -SER 1
22701,3620,COMMUNICATIONS SYSTEMS INC
22764,8060,TRANSITIONAL HOSPITALS CP
22788,7389,COMP-U-CHECK INC
22872,6324,COMPREHENSIVE CARE CORP
22896,7370,COMPUSERVE CORP
22910,3571,COMPUCORP
22912,7381,COMPUDYNE CORP
22932,3822,ENERCON DATA CORP
22944,7200,COMPUTAX SERVICES INC
22957,7389,COMPUTER APPLICATIONS INC
22962,3661,COMPUTER AUTOMATION INC
22989,7373,COMPUTER DATA SYSTEMS INC
23006,3577,COMPUTER ENTRY SYSTEMS CORP
23019,9995,COMPUTER HORIZONS CORP
23023,3577,COMPUTER IDENTICS CORP
23026,7374,COMPUTER INPUT SERVICES INC
23028,3829,COMPUTER INSTRUMENTS CORP
23030,7370,TTS INC
23036,3570,COMPUTER MACHINERY CORP
23050,7370,COMPUTER MICROGRAPHICS INC
23055,7372,GROUP 1 SOFTWARE INC
23071,3679,ARTESYN TECHNOLOGIES INC
23080,3695,OPUS COMPUTER PRODUCTS INC
23107,7373,LODGISTIX INC
23111,7370,COMPUTER TASK GROUP INC
23132,7370,DYATRON CORP
23149,3571,COMPUTERVISION CORP  -OLD
23194,1311,COMSTOCK RESOURCES INC
23197,3663,COMTECH TELECOMMUN
23201,5065,COMTEL CORP
23203,3577,COMTEN INC
23217,2000,CONAGRA BRANDS INC
23229,3845,CONCEPT INC
23236,3620,LATSHAW ENTERPRISES INC
23249,2250,CONCORD FABRICS INC  -CL A
23259,4813,CT COMMUNICATIONS INC
23302,3670,CONDUCTRON CORP
23304,2211,CONE MILLS CORP
23314,3444,CONESCO INDUSTRIES LTD
23341,3089,CONGOLEUM CORP  -CL A
23413,6020,CITYTRUST BANCORP INC
23420,6798,745 PROPERTY INVESTMENTS
23460,2650,CONNELLY CONTAINERS INC
23473,2451,CONNER CORP
23503,3679,CONOLOG CORP
23512,3661,CONRAC CORP
23533,1400,CALMAT CO
23538,2510,CONROY INC
23648,6532,CONSOLIDATED EQUITIES CORP
23657,2670,CFI INDUSTRIES INC
23666,2013,HILLSHIRE BRANDS CO
23675,4210,CON-WAY INC
23738,4923,CONSOLIDATED NATURAL GAS CO
23752,2621,CONSOLIDATED PAPERS INC
23795,6798,CTO REALTY GROWTH INC
23910,4941,CONSUMERS WATER CO
23912,4400,CHASE DEVELOPMENT CORP
23926,2890,CONTECH INC
23975,2050,CONTINENTAL BAKING CO
23995,8060,CONTINENTAL CARE CENTERS INC
24004,6552,DUNES HOTELS & CASINOS INC
24009,3357,CCX INC
24011,6331,CONTINENTAL CORP
24058,6020,CONTINENTAL BANK CORP
24071,7377,CONTINENTAL INFORMATN SYS CP
24090,6311,CITIZENS INC
24104,3585,CONTINENTAL MATERIALS CORP
24178,3310,CONTINENTAL STEEL CORP
24188,4813,CONTEL CORP
24240,6500,CONTRAN CORP
24330,3290,CONWED CORP
24351,3661,COOK ELECTRIC CO
24360,7340,COOK INTERNATIONAL INC
24381,5331,COOK UNITED INC
24473,2835,COOPER LABORATORIES
24491,3011,COOPER TIRE & RUBBER CO
24545,2082,MOLSON COORS BEVERAGE CO
24552,3585,COPELAND CORP
24586,3330,COPPER RANGE CO
24596,3317,COPPERWELD CORP
24636,2650,CORCO INC
24654,3841,CORDIS CORP
24680,2070,CORENCO CORP
24687,4832,CORINTHIAN BROADCASTING CORP
24719,3585,CORNELIUS CO
24741,3357,CORNING INC
24759,5311,CORNWALL EQUITIES LTD
24791,2510,CORONET INDUSTRIES INC
24975,6411,CORROON & BLACK CORP
25018,3089,COSCO INC
25034,2844,COSMETICALLY YOURS INC
25118,6311,COTTON STATES LIFE INSURANCE
25181,2300,COUNTRY MISS INC
25191,6162,COUNTRYWIDE FINANCIAL CORP
25212,2732,COURIER CORP
25232,6798,COUSINS PROPERTIES INC
25305,4841,COX COMMUNICATIONS INC
25354,7200,CPI CORP
25360,3440,CPT HOLDING CORP
25423,5065,CRAMER ELECTRONICS INC
25445,3580,CRANE CO
25475,6411,CRAWFORD & CO
25506,3571,CRAY RESEARCH
25619,1311,CREOLE PETROLEUM CORP
25652,3690,CRESTEK INC
25657,1381,CRESTED CORP
25662,1311,CRESTMONT OIL & GAS CO
25729,6020,CROCKER NATIONAL CORP-OLD
25743,2834,THERAPEUTICSMD INC
25760,2211,CROMPTON CO INC
25793,3950,COSTA INC   -CL A
25798,3540,CROSS CO
25868,2020,CROWLEY FOODS INC
25871,5311,CROWLEY MILNER & CO
25885,2911,CROWN CENTRAL PETROL  -CL B
25895,2211,CROWN CRAFTS INC
25933,2200,CROWNAMERICA INC
25941,4991,CRSS INC
25953,6411,CRUM & FORSTER
25988,1389,CRUTCHER RESOURCES CORP
26058,3670,CTS CORP
26076,3578,CUBIC CORP
26079,2011,CUDAHY CO
26093,2100,CULBRO CORP
26107,3580,CULLIGAN INTERNATIONAL CO
26109,7372,CULLINET SOFTWARE INC
26172,3510,CUMMINS INC
26193,2750,CUNEO PRESS INC
26198,3990,CUNNINGHAM ART PRODUCTS INC
26205,5912,CUNNINGHAM DRUG STORES INC
26261,6726,CURRENT INCOME SHS
26312,5010,CURTIS NOLL CORP
26314,2741,CURTIS PUBLISHING CO
26324,3728,CURTISS-WRIGHT CORP
26361,3843,CUSTOMEDIX CORP
26379,9995,XO LOGIC INC
26435,2761,CYBERMATICS INC
26463,3690,CYCLOTRON CORP
26537,3812,ARGON ST INC
26607,5812,DAIRY QUEEN STORES INC
26757,8071,DAMON CORP
26771,1311,DAMSON OIL
26780,3714,DANA INC
26782,3825,EIP MICROWAVE INC
26820,3140,PHOENIX FOOTWEAR GROUP INC
26821,3823,DANIEL INDUSTRIES
26822,1520,DANIEL INTERNATIONAL CORP
26843,3851,DANKER LABS INC
26845,3540,DANLY MACHINE CORP
26850,5940,DANNEMANN FABRICS INC
26851,5331,DANNERS INC
26938,5411,DART GROUP CORP  -CL A
26940,3089,DART INDUSTRIES
26954,3442,DARYL INDUSTRIES INC
26967,3575,DATA ACCESS SYSTEMS INC
26970,7371,DATA ARCHITECTS INC
26974,3579,DATA CARD CORP
26987,3672,SMTEK INTERNATIONAL INC
26990,7370,DATA DIMENSIONS INC
26996,7371,DATA DYNAMICS INC
26999,3570,DATA GENERAL CORP
27018,3575,DATA 100 CORP
27025,3089,COSTAR CORP
27050,7372,DATA SYSTEMS ANALYSTS INC
27056,3570,DATA TECHNOLOGY CORP
27075,3663,DATAMARINE INTL INC
27077,1311,SABA OIL & GAS CORP
27082,3577,DATAMETRICS CORP
27089,3577,DATAPRODUCTS CORP
27093,1000,
27096,3845,DATASCOPE CORP
27099,7374,DATATAB INC
27105,5045,DATATRON INC
27109,3669,DATAVISION INC
27116,3663,DATRON SYSTEMS INC/DE
27117,7359,DATRONIC RENTAL CORP
27153,5130,DASH INDUSTRIES INC
27326,5051,DAVIS WATER & WASTE
27367,3841,DAXOR CORP
27383,1044,DAY MINES INC
27399,2721,THERMAFREEZE PRODUCTS CORP
27419,5331,TARGET CORP
27425,3714,AMCAST INDUSTRIAL CORP
27442,3812,DBA SYSTEMS INC
27448,6510,D C TRADING & DEVELOPMENT CP
27449,3250,DCA DEVELOPMENT CORP
27457,7377,DCL INC
27500,2020,DEAN FOODS CO  -OLD
27539,1400,DE BEERS CONSOLIDATED MINES
27551,1520,DEBRON CORP
27566,4581,LYNTON GROUP INC
27587,3575,DECISION INDUSTRIES CORP
27594,7371,DECISION SYSTEMS INC
27613,2390,DECORATOR INDUSTRIES INC
27748,6512,DGT HOLDINGS CORP
27751,2844,DEL LABORATORIES INC
27851,1311,DELHI INTL OIL CORP
27904,4512,DELTA AIR LINES INC
27911,4210,DELTA CALIFORNIA INDUSTRIES
27923,6411,DELTA CORP OF AMERICA
27924,3571,DELTA DATA SYSTEMS CORP
27952,1311,PNX INDUSTRIES INC
27976,3443,DELTAK CORP
27984,6552,DELTONA CORP
27996,2780,DELUXE CORP
28142,3843,DENTALLOY INC
28146,2844,HYDRON TECHNOLOGIES INC
28154,3843,DENTSPLY INTERNATIONAL INC
28209,6020,DEPOSIT GUARANTY CORP
28260,3140,DERO INDUSTRIES INC
28262,2451,DE ROSE INDUSTRIES
28323,3560,DESIGNATRONICS INC
28325,5411,GRISTEDES FOODS INC
28364,3842,DAHLBERG INC
28365,3669,DETECTION SYSTEMS INC
28366,3590,DETECTO SCALES INC
28372,2800,DETREX CORP
28374,4700,DETROIT & CANADA TUNNEL CORP
28395,4700,DETROIT INTL BRIDGE CO
28412,6020,COMERICA INC
28416,4213,DETSCO INC
28452,7380,DEVCON INTERNATIONAL CORP
28523,2300,DEVON APPAREL INC
28561,3621,DEWEY ELECTRONICS CORP
28579,3564,DEXON INC
28582,2834,DEXTER CORP
28610,2200,DHJ INDUSTRIES INC
28613,3577,DI AN CONTROLS INC
28626,3843,LIFECORE BIOMEDICAL INC
28647,3825,DIALCO CORP
28673,2090,DIAMOND CRYSTAL SALT CO
28691,2621,DIAMOND INTERNATIONAL CORP
28700,1382,DIAMOND M CO
28734,1531,PURCELL CO INC
28771,1040,DICKENSON MINES LTD  -CL A
28794,3674,DICKSON ELECTRONICS CORP
28807,3577,DICOMED CORP
28823,3578,DIEBOLD NIXDORF INC
28827,6726,BERGSTROM CAPITAL CORP
28864,3825,DIGILOG INC
28866,1382,VERITAS DGC INC
28871,5141,DI GIORGIO CORP
28887,3570,DIGITAL EQUIPMENT
28895,7380,DIGITAL PRODUCTS CORP
28917,5311,DILLARDS INC  -CL A
28921,1600,DILLINGHAM CORP
28989,2011,DINNER BELL FOODS INC
29002,3674,DIODES INC
29006,3674,DIONICS INC
29015,5065,DIPLOMAT ELECTRONICS CORP
29051,2330,BRENNER INTERNATIONAL INC
29071,1311,DISCOVERY OIL LTD
29100,3420,DISSTON INC
29147,3713,DIVCO WAYNE CORP
29208,3341,DIVERSIFIED INDUSTRIES INC
29286,7011,DIVI HOTELS NV
29302,7359,WEATHERFORD ENTERRA INC
29303,3081,DIXICO INC
29322,4899,TRADEQUEST INTERNATIONAL INC
29332,2273,DIXIE GROUP INC
29356,3824,DIXSON INC
29378,3714,DMH CORP
29386,2844,DOAK PHARMACAL CO INC
29415,2080,DR PEPPER CO
29431,3577,DOCUMATION INC
29434,3578,DOCUTEL OLIVETTI CORP
29534,5331,DOLLAR GENERAL CORP
29550,2040,DOMAIN INDUSTRIES INC
29560,1040,DOME MINES LTD
29587,6020,DOMINION BANKSHARES CORP
29590,3443,UNITED DOMINION INDUSTRIES
29644,3714,DONALDSON CO INC
29646,6211,CREDIT SUISSE USA INC
29669,2750,DONNELLEY (R R) & SONS CO
29693,2330,DONNKENNY INC
29754,5171,DORCHESTER GAS CORP
29758,7311,DOREMUS & CO
29806,3080,CONSTAR INTERNATIONAL INC
29834,1311,ESCALERA RESOURCES CO
29846,3089,DOUGHERTY BROTHERS CO
29850,2013,DOUGHTIE'S FOODS INC
29905,3559,DOVER CORP
29924,2711,DOW JONES & CO INC
29952,9995,CHINA CHANGJIANG MINING & NE
29989,7311,OMNICOM GROUP
30037,9995,DRAGON MINING CORP
30053,3825,DRANETZ TECHNOLOGIES INC
30067,3270,DRAVO CORP
30099,1382,DRESSER INDUSTRIES INC
30117,7373,GREATE BAY CASINO CORP
30121,7384,DREWRY PHOTOCOLOR CORP
30125,6726,INSIGHT SELECT INCOME FD
30140,3572,LASERCARD CORP
30163,6282,DREYFUS CORP
30173,3564,DRICO INDUSTRIAL CORP
30197,3357,DRIVER-HARRIS CO
30215,5912,DRUG FAIR INC
30259,3640,DUAL LITE INC
30302,5331,ALCO STORES INC
30305,3728,DUCOMMUN INC
30490,6794,DUNKIN DONUTS INC
30543,2340,PANEX INDUSTRIES INC
30547,2761,DUPLEX PRODUCTS
30554,2820,DU PONT (E I) DE NEMOURS
30625,3561,FLOWSERVE CORP
30645,5122,DURR-FILLAUER MEDICAL
30697,5812,WENDY'S CO
30717,1311,DYCO PETROLEUM CORP
30770,8711,DYNCORP INC
30780,1040,DYNAMIC AMERICAN CORP
30786,5090,DYNAMIC CLASSICS LTD
30799,3620,DYNAMIC INSTRUMENT CORP
30819,3600,DYNAMICS CORP OF AMER
30822,7373,DYNAMICS RESEARCH CORP
30823,1040,DYNAPAC INC
30828,3663,COBRA ELECTRONICS CORP
30829,8731,DYNASCIENCES CORP
30831,3827,DYNASIL CORP OF AMERICA
30832,3523,ENERGRO INC
30841,3825,ACTERNA CORP
30845,8741,DYNATREND INC
30854,3812,DYNELL ELECTRONICS CORP
30875,3812,E-SYSTEMS INC
30892,2750,EAC INDUSTRIES
30901,5130,EAGLE CLOTHES INC
30906,1311,PRIMEMD INC
30908,5411,EAGLE FOOD CENTERS INC
30927,3714,EAGLE-PICHER INC
30946,3821,EALING CORP
30966,1381,MATRIXX RESOURCE HLDGS INC
30982,2911,EARTH RESOURCES CO
30985,2870,EARTH SCIENCES INC
30988,3350,EASCO CORP
30994,1311,EASON OIL CO
31063,1311,HUNTER RESOURCES INC
31079,3842,WORKSAFE INDUSTRIES INC
31088,5122,ELECTRO AUDIO DYNAMICS
31089,4512,EASTERN AIR LINES
31107,3420,EASTERN CO
31224,4911,EASTERN UTILITIES ASSOC
31235,3861,EASTMAN KODAK CO
31243,3312,EASTMET CORP
31299,4213,EAZOR EXPRESS INC
31314,3823,EBERLINE INSTRUMENT CORP
31347,3576,ECHELON CORP
31348,3714,ECHLIN INC
31352,1311,ECHO OIL CORP
31364,5912,ECKERD CORP
31398,3580,ECODYNE CORP
31462,2842,ECOLAB INC
31562,2911,EDG INC
31575,5600,EDISON BROTHERS STORES
31608,2250,BANGOR AMERICA INC
31617,3812,EDO CORP
31647,2750,EDUCATION SYSTEMS & PUBL
31660,3690,ECC INTERNATIONAL CP
31667,5190,EDUCATIONAL DEVELOPMENT CORP
31688,3827,OPTO MECHANIK INC
31754,1531,EDWARDS INDUSTRIES INC
31791,3826,PERKINELMER INC
31798,3559,EGAN MACHINERY CO
31827,3576,E-H INTERNATIONAL INC
31974,4922,EL PASO CO
31978,4911,EL PASO ELECTRIC CO
32011,3678,ELCO CORP
32013,3452,ELCO INDUSTRIES INC
32017,2950,ELKCORP
32020,5311,ELDER BEERMAN STORES CORP
32032,3089,ELDON INDUSTRIES INC
32120,3841,ELECTRO CATHETER CORP
32156,3826,ELECTRO-NUCLEONICS
32160,5130,EPI INTL INC
32166,7359,ELECTRO RENT CORP
32190,4833,FUTURE COMMUNICATIONS
32193,2790,ELECTROGRAPHIC CORP
32198,3663,EMS TECHNOLOGIES INC
32203,3841,ELECTROMEDICS INC
32214,3674,ELECTRONIC ARRAYS INC
32228,3613,ELECTRONIC CONTROL SYS INC
32251,3661,EIS INTERNATIONAL INC
32258,7373,TITAN CORP
32265,3823,ELECTRONIC MODULES CORP
32272,3674,THREE-FIVE SYSTEMS INC
32282,7374,ELECTRONIC TABULATING CORP
32297,3620,ELECTRONICS CORP OF AMERICA
32312,3663,EMCEE BROADCAST PRODUCTS INC
32315,3089,ELECTRONIZED CHEMICALS CORP
32346,3530,ELGIN NATIONAL INDUSTRIES
32368,3444,ELIXIR INDUSTRIES
32386,6500,ELK HORN COAL CORP
32486,5399,ELLMANS INC
32522,7011,ELSCINT LTD
32534,3621,ELTRA CORP
32598,6726,ENGEX INC
32604,3823,EMERSON ELECTRIC CO
32621,3651,EMERSON RADIO CORP
32626,4513,EMERY AIR FREIGHT CORP
32637,2890,EMERY INDUSTRIES INC
32647,3579,EMF CORP
32666,4011,EMONS TRANSPORATION GROUP
32672,5531,CROWN AUTO INC
32673,4512,EMPIRE AIRLINES INC
32689,4911,EMPIRE DISTRICT ELECTRIC CO
32823,5140,EMPRESS INTERNATIONAL LTD
32866,1311,ENERGETICS INC
32869,3540,ENERCO INC
32870,3089,QUIXOTE CORP
32878,3674,ENERGY CONVERSION DEV
32900,1311,ENERGY RESOURCES CORP
32907,1311,ENERGY SOURCES INC
32991,2670,ENGRAPH INC
33002,2761,ENNIS INC
33015,4923,TXU GAS CO
33053,4924,ENTEX INC
33061,3812,ENTWISTLE CO
33073,3089,VISKASE COMPANIES INC
33113,3728,ENVIRONMENTAL TECTONICS CORP
33116,3580,ENVIROTECH CORP
33136,1311,BRADY ENERGY CORP
33185,7323,EQUIFAX INC
33189,6020,EQUIMARK CORP
33195,3537,EQUIPMENT CO OF AMERICA
33199,6020,EQUITABLE BANCORPORATION
33213,1311,EQT CORP
33325,1311,EQUITY OIL CO
33397,3537,ERICKSON CORP
33417,3310,ERIE FORGE & STEEL CORP
33420,6799,ERIE LACKAWANNA INC
33461,2390,ERO INDUSTRIES INC
33488,3949,ESCALADE INC
33504,5063,ESD CO
33518,3570,ESL INC
33533,3679,ESPEY MFG & ELECTRONICS CORP
33537,2731,ESQUIRE INC
33541,5065,ESQUIRE RADIO & ELECTRON INC
33559,2810,ESSEX CHEMICAL CORP
33619,3812,ESTERLINE TECHNOLOGIES CORP
33681,3080,ETZ LAVUD LTD
33769,2013,BOB EVANS FARMS
33780,5600,EVANS INC
33798,5211,GROSSMANS INC
33870,3490,EVERSHARP INC
33934,6726,CORNERSTONE TOTAL RETURN FD
33939,8300,FORUM GROUP INC
33960,1311,EXCHANGE OIL & GAS CORP
33992,6331,KINGSTONE COS INC
34030,3663,EXECUTONE INC
34057,4210,EXPEDITER SYSTEMS INC
34067,3533,DMC GLOBAL INC
34083,1311,EXTRACTIVE FUELS INC
34088,2911,EXXON MOBIL CORP
34115,5600,CLAIRES STORES INC
34125,6020,F & M NATIONAL CORP
34136,2250,FAB INDUSTRIES INC
34143,2844,FABERGE INC
34147,2200,FABIEN CORP
34151,5940,JO-ANN STORES INC
34165,5940,FABRICLAND INC
34169,5700,THREE D DEPARTMENT  -CL B
34181,3714,PUROLATOR PRODUCTS CO
34236,7948,FAIR GROUNDS CORP
34238,7900,FAIR LANES
34257,3452,FAIRCHILD INDUSTRIES INC
34277,2330,FAIRFIELD-NOBLE CORP
34291,5411,FAIRMONT FOODS CO
34296,2860,FAIRMOUNT CHEMICAL CO INC
34339,2590,FALCON PRODUCTS INC
34343,1221,FALCON SEABOARD INC
34371,4924,FALL RIVER GAS CO
34391,2082,FALSTAFF BREWING CORP
34395,5070,FAMILIAN CORP
34408,5331,FAMILY DOLLAR STORES
34435,3721,HILLER AVIATION INC
34464,2060,FANNY FARMER CANDY SHOPS INC
34471,3360,FANSTEEL INC/DE
34489,3990,WESTMINSTER CAPITAL INC
34495,2834,FARADAY LABORATORIES INC
34497,4813,COVISTA COMMUNICATIONS INC
34501,2320,FARAH INC
34526,3663,FARINON CORP
34552,5331,FARM HOUSE FOODS
34563,2090,FARMER BROTHERS CO
34587,6411,FARMERS GROUP INC
34629,3569,FARR CO
34645,3559,FARREL CORP
34682,7374,BOWLINE CORP
34695,2844,FASHION TWO TWENTY INC
34768,5912,FAYS INC
34782,6020,1ST SOURCE CORP
34837,2015,HOLLY FARMS CORP
34891,2631,FEDERAL PAPER BOARD CO
34903,6798,FEDERAL REALTY INVESTMENT TR
34907,1040,FEDERAL RESOURCES CORP
34908,3452,FEDERAL SCREW WORKS
34937,5311,FEDERALS INC
34941,6020,FEDERATED CAPITAL CORP
34956,2836,TENAX THERAPEUTICS INC
34977,5065,FEDERATED PURCHASER INC
35111,5661,FELSWAY CORP
35214,2851,FERRO CORP
35245,3990,FEY INDUSTRIES INC
35271,2200,FIBERSTATICS CORP
35292,6020,FIDELCOR
35469,2211,FIELDCREST CANNON
35501,3823,FIFE CORP
35527,6020,FIFTH THIRD BANCORP
35559,5141,FILIGREE FOODS INC
35575,7389,FILM CORP OF AMERICA
35590,7812,ORION PICTURES CORP
35604,2810,FILTROL CORP
35679,6036,FINANCIAL CORP-SANTA BARBARA
35733,6311,FINANCIAL INDUSTRIES CORP
35901,2890,FINE ORGANICS INC
35918,5961,FINGERHUT CORP
35968,3826,FINNIGAN CORP
36029,6020,FIRST FINL BANKSHARES INC
36047,7374,CORELOGIC INC
36094,6020,MAGNA GROUP INC
36104,6020,US BANCORP
36127,8071,DAMON GROUP INC
36146,6020,TRUSTMARK CORP
36161,6020,FIRST CHICAGO CORP
36172,6035,FIRST CITIZENS CORP
36173,6020,FIRST CITY BANCORP TEX-DEL
36184,7370,FASTCLICK INC
36204,6020,FIRST COMMERCE CORP
36207,6798,EASTOVER CORP
36270,6020,M & T BANK CORP
36326,7323,FIRST FINANCIAL MGMT CORP
36340,6020,PREMIER FINANCIAL SERVICES
36346,3140,FIRST GENERAL RESOURCES CO
36352,6020,GOLDENBANKS COLORADO INC
36369,6510,FIRST HARTFORD CORP
36377,6020,FIRST HAWAIIAN INC
36465,6020,FIRST JERSEY NATIONAL CORP
36470,6020,FIRST KENTUCKY NATIONAL
36506,6020,MACKINAC FINANCIAL CORP
36510,6020,ALLFIRST FINANCIAL INC
36522,6020,FIRST MICHIGAN BANK CORP
36570,6020,INTRAWEST FINANCIAL CORP
36672,6020,BANKBOSTON CORP
36674,6020,CHARTERCORP
36703,6020,FIRST OF AMERICA BANK CORP
36706,6020,FIRST ATLANTA CORP
36730,4813,FIRST PHONE CORP
36810,6020,FIRST PENNSYLVANIA CORP
36948,6020,LANDMARK BANCSHARES CORP
36966,6020,FIRST HORIZON CORP
36980,4700,FIRST TRAVEL CORP
36994,6020,CENTERRE BANCORPORATION
36995,6020,WACHOVIA CORP
37008,6798,WINTHROP REALTY TRUST
37032,6020,FIRST VIRGINIA BANKS INC
37049,6020,FIRST WEST VIRGINIA BANCORP
37059,6035,FIRST WESTERN FINANCIAL CORP
37076,6020,FIRSTAR CORP-OLD
37080,6798,NOVUS PROPERTY CO
37093,6020,FIRSTBANK ILL CO
37115,3823,FISCHER & PORTER CO
37180,5140,RINI-REGO SUPERMARKET
37248,4931,FITCHBURG GAS & ELEC LIGHT
37260,6211,FITZGERALD DEARMAN & ROBERTS
37337,1221,TRAFALGAR INDUSTRIES INC
37358,2891,FLAMEMASTER CORP
37380,6798,FLATLEY REALTY INVESTORS
37388,2011,FLAVORLAND INDUSTRIES INC
37399,7500,FLEET CONTROL CORP
37422,2721,NEW YORKER MAGAZINE INC
37472,2510,FLEXSTEEL INDUSTRIES INC
37481,8200,FLIGHTSAFETY INTERNATIONAL
37509,2200,FLOCK INDUSTRIES INC
37525,5990,GERALD STEVENS INC
37564,8400,FLORIDA CYPRESS GARDENS
37594,5030,FLORIDA GLASS INDUSTRIES INC
37600,6798,FLORIDA GULF REALTY TRUST
37643,4931,FLORIDA PUBLIC UTILITIES CO
37651,3270,FLORIDA ROCK INDUSTRIES INC
37661,3312,AMERISTEEL CORP
37707,5200,FLOWER TIME INC
37743,3825,FLUKE CORP
37748,1220,MASSEY ENERGY CO
37755,3050,FURON CO
37767,1311,FLYING DIAMOND OIL CORP
37776,1311,FLYNN ENERGY CORP
37785,2870,FMC CORP
37808,6020,F N B CORP/FL
37809,5084,MIDLAND SOUTHWEST CORP
37912,5411,DELHAIZE AMERICA INC
37914,5411,FOODARAMA SUPERMARKETS
37922,5140,FOODWAYS NATIONAL INC
37931,7311,TRUE NORTH COMMUNICATIONS
37934,1400,FOOTE MINERAL CO
37941,6153,FOOTHILL GROUP INC  -CL A
37946,3272,FOR BETTER LIVING INC
37996,3711,FORD MOTOR CO
38074,2834,FOREST LABORATORIES  -CL A
38134,3272,FORMIGLI CORP
38188,6726,FORT DEARBORN INCOME SECS
38195,2621,FORT HOWARD CORP
38242,1311,FORTUNE NATURAL RESOURCES CP
38260,5812,FORUM RESTAURANTS INC
38264,8711,FORWARD INDUSTRIES INC
38332,7389,FOTOCHROME INC
38334,7384,FOTOMAT CORP
38445,7822,FOUR STAR INTERNATIONAL INC
38475,6020,FOURTH FINANCIAL CORP
38483,6532,AMERISTAR INTL HOLDINGS CP
38558,7384,FOX PHOTO INC
38563,3823,FOXBORO CO
38570,1531,ORLEANS HOMEBUILDERS INC
38725,3621,FRANKLIN ELECTRIC CO INC
38766,6020,FRANKLIN NEW YORK CORP
38777,6282,FRANKLIN RESOURCES INC
38792,5200,FRANKS NURSERY & CRAFTS INC
38851,2011,THORN APPLE VALLEY INC
38868,5600,FREDERICKS OF HOLLYWD  -CL B
38984,9995,ELAH HOLDINGS INC
39020,3825,FREQUENCY ELECTRONICS INC
39021,3663,FREQUENCY SOURCES INC
39047,5812,FRISCH'S RESTAURANTS INC
39092,3310,FRIEDMAN INDUSTRIES INC
39134,5200,FRIENDLY FROST INC
39135,5812,FRIENDLY ICE CREAM CORP
39145,3140,FRIER INDUSTRIES INC
39157,1700,FRIGITEMP CORP
39159,5990,FRIGITRONICS INC
39165,2013,FRIONA INDUSTRIES INC
39263,6020,CULLEN/FROST BANKERS INC
39267,2090,FROSTIE ENTERPRISES
39273,4213,FROZEN FOOD EXPRESS INDS
39311,6020,INDEPENDENT BANK CORP/MI
39368,2891,FULLER (H. B.) CO
39394,6020,BANK SOUTH CORP
